VideoID,Comment,Sentiment
b1kbLwvqugk,Midnights is my favorite Taylor Swift album Its a true testament to her artistry to release an album over a decade into your career and to have it be your best yet Go Taylor honey,positive
b1kbLwvqugk,I really like when all other Taylors versions joined together in the end I think its a wonderful way to say that the only person you can rely on is yourself,positive
b1kbLwvqugk,Whos here in June 2024  HAPPY 200 MILLION AntiHero,positive
b1kbLwvqugk,She DEFINITELY got wiser barely older much more creative and even more beautiful,positive
b1kbLwvqugk,This song has so many layers like how its your flaws that hurt you but theyre all you have when others leave you The depth and even the fears of having children because of her afluence is just wowI love this song so much,positive
b1kbLwvqugk,If youre struggling  stay around please because it will get better as the next year goes by  Taylors lyrics are better than therapists that cost,positive
b1kbLwvqugk,This is honestly one of the most real and honest music videos she has produced and honestly this song is possibly my favourite in terms of relating to it,positive
b1kbLwvqugk,I love that she speaks truth that SO many people can relate with 58 million views in 3 weeks shows that she speaks so much of what we are thinking,positive
b1kbLwvqugk,This song is so beautiful yet so sad at the same time Her lyrics always make a mark on heart sometimes they just pierce it Taylor works so hard on all of her songs They sure must be called MASTERPIECE which I believe they are This song is addicting just like her recent Lavender Haze   3 Ya Taylor,positive
b1kbLwvqugk,I love you Taylor Swift,positive
b1kbLwvqugk,The way I feel SOOOOO represented by the song but the video doesnt make me sad makes me feel just understood and loved its amazing Love you forever Taylor,positive
b1kbLwvqugk,This song and the music video hits too close to home But theres something weirdly comforting about seeing her interacting with herself even though its also lonely Its like learning to be your own friend and your own strength The song is very sad but the music video feels very compassionate It inspires you to show yourself compassion,positive
b1kbLwvqugk,Im a pretty casual fan but her music is beautiful this is art every single song she writes i know that she puts a lot of effort into it because it comes out beautiful magical 33,positive
b1kbLwvqugk,Taylor you did it You are my role model I respect you so much,positive
b1kbLwvqugk,You were my daughters fave and she past away about 18 months ago from COVID and now youre my favorite I can still hear her voice singing to your songs,positive
b1kbLwvqugk,Just wanted to say the scene with the scale made me feel so seen It was very clearly intrusive ED thoughts not fatphobia On the off chance youre reading this Im sorry people offered such little understanding and compassion when you were being vulnerable It was brave and it helped me so much to see it,positive
b1kbLwvqugk,shes an incredible artist shes a poet who tames the words and makes the wildest truths of the heart become poetry for our souls I like how taylors songs guide me to my deepest and most vulnerable self I adore taylor everything she is and everything she evokes Im so grateful,positive
b1kbLwvqugk,this is one of my fave song from the album tbh im also at the plus size side and seeing this encouraged me a bit instead of finding it offensive cuz it made me realize that people even celebrities like taylor have different insecurities and its ok to feel these things as a normal human with emotions it made me feel validated and comforted,positive
b1kbLwvqugk,I love Taylor Swift,positive
b1kbLwvqugk,Taylor YOUR experience is YOURS NOT for anyone to JUDGE or to DISMISS as unimportant or unrealistic you are sharing YOUR struggles and YOUR fears as well as YOUR insecurities insecurities that MANY people RELATE to believe US the fans who ACTUALLY love you and  UNDERSTAND you and what YOUR MESSAGE actually was Just wanted to let you know there was ZERO need to edit the video  WE understood the message and LOVED it the way it was still love it as much just like WE LOVE YOU and RESPECT you,positive
b1kbLwvqugk,We all have those tiny to huge insecurities about ourselves which we tend to not like about ourselves All we can do is let it be and accept that as a part Ill stare directly at the sun but never in the mirror It must be exhausting always rooting for the antihero My new caption  Loads of love Taylor,positive
b1kbLwvqugk,Im a swiftie and for me this is her best song yet better then bad blood,positive
b1kbLwvqugk,Cmon swifties  This is gonna be a great album  The moment we were all waiting for is here  She never disappoints,positive
b1kbLwvqugk,This was my fav song in summer of 2023 still is cuz its a masterpiece,positive
b1kbLwvqugk,Im not one of her fans I just listen to her songs casually There are albums from her that I really dont feel the appeal other people do but this one is speaking to me in tongues She has always been an incredible lyricist and this album kinda elevates that even more  Its a freaking great piece of work,positive
b1kbLwvqugk,Taylor Swift looking amazing as always,positive
b1kbLwvqugk,This my favorite song Taylor Swift,positive
b1kbLwvqugk,Tommy Johansson did an amazing  job covering tis song,positive
b1kbLwvqugk,The only Taylor swift song I like and its brilliant,positive
b1kbLwvqugk,Self reflections evaluating how certain people reacts to certain things about you from families to the public in general when you are alive and when you are gone is one thing few artists can do Especially one of a decade Bravo Taylor,positive
b1kbLwvqugk,This is a perfect storytelling of people fighting with their inner self insecurities in a dramatic yet precise way A real genius artist with quality content I love herrr,positive
b1kbLwvqugk,Ive never been a Taylor Swift fan but this song is phenomenal  Yes its catchy  Its the lyrics that make this a work of art,positive
b1kbLwvqugk,Taylor never fails to elevate the definition of a music video and its power to capture such deep emotions that so many can relate to in a few minutes The way she transforms emotions and thoughts so beautifully and artistically is always a testament of how shes one of the best artists in our era Love you Taylor,positive
b1kbLwvqugk,this song is my favorite in the album makes me feel like shes also a human like us,positive
b1kbLwvqugk,i empathize with that scene im sorry that you shared an insecurity with us and people scrutinized it apart   it made me one normal human feel validated in sorts who knew that you as perfect as you appear could share the same insecurity as me it reached depths some people will never be able to concept,positive
b1kbLwvqugk,Outstanding as always The diversity in her songs its incredible I really dont understand those who resent Taylor nowadays or even the past years shes a real artist writes her own songs plays instruments storytelling which unfortunately is rare Big up to you Taylor,positive
b1kbLwvqugk,This probably the only Taylor Swift song I like,positive
b1kbLwvqugk,Reminder This album made Taylor Swift break records First artist to occupy the Billboard Top 10 spots Literally broke Spotify TicketMaster and Apple Music The album won multiple EMAs and AMAs and there are many to come PROUD OF YOU TAYTAY,positive
b1kbLwvqugk,2 in music in only 11 hours I AM SO PROUD YOU GO GIRLYYYYY,positive
b1kbLwvqugk,Another masterpiece from Taylor Swift,positive
b1kbLwvqugk,Love that she doesnt pretend that families are perfect or that shell have perfect amazing children I wish the very best for her and its so unusual unheard of for a star to make a video about how her adult children could be really awful Most people wont admit that their families might be messed up I love her so much for her honesty and this song is awesome,positive
b1kbLwvqugk,Im sorry for anyone who feels like this is a window into their soul  What we thought we were hiding so well she found out  Thank you Taylor for letting us know we arent alone,positive
b1kbLwvqugk,The fact that she can put into words what she feels and at the same time be received in the exact same way gets me emotionalshe is an unlimited talented gifted girl maybe the best in the music industryLove you Taylor,positive
b1kbLwvqugk,The world today is just so full of hypocrisy and thats why they requested you to take off that scene Taylor Insecurities we all felt and you dared sharing are being twisted into Fatphobia Thank you Taylor for just being who you are we support you completely and the hypocrite voices from the outside do not cause us a single flinch Music is all about true emotions and you got our heart Tay,positive
b1kbLwvqugk,Im not a Swiftie but the lyrics to this song could describe a majority of people on this planet Love it,positive
b1kbLwvqugk,I  Love her I love her singing,positive
b1kbLwvqugk,I am just gonna say it she is the most talented relatable person ive ever seenShe directed this video too I mean her mind how she voices her insecurities and presents it in a way that makes a story She really created another masterpiece and that just solidify me stanning her for life and thats not presumptous at all coz I know that shell keep making these masterpieces This mv is proof of that,positive
b1kbLwvqugk,Ive never felt so calledout by a song Taylor is all of us Respect,positive
b1kbLwvqugk,Taylor Swift  one of the last remaining true Rockstars Keep it up Amazing Music Amazing Words Amazing Emotional Regulation and Mindfulness I can only imagine the stress she has being so famous so wanted everywhere around the world  and how she can reconstruct that Energy Ball into Powerful Art for anyone to feel Music Is Communication I consider Taylor Swift a Best Friend of mine And her music videos  Genius Props to the Producers,positive
b1kbLwvqugk,Meeeeeeeeeeeeeee I like Taylor Swift,positive
b1kbLwvqugk,whos watching this outstanding song in June2024,positive
b1kbLwvqugk,I used to listen to Taylor Swift with my nieces when their were young and just watched this video and its amazing how much of a genius she is Still going strong after a decade,positive
b1kbLwvqugk,Im super sorry Taylor that you were forced to take away the scale scene it was never fatphobic and it was just sharing your insecurity which many people share But I hope you know that you are perfectly imperfect,positive
b1kbLwvqugk,Who is the here in 2050 This will still be a masterpiece,positive
b1kbLwvqugk,As someone who always feels like I dont belong anywhere this song and especially the music video reminded me that I may belong in the most unexpected places with the most unexpected people This song really hits deep and I hope Taylor will continue her amazing works,positive
b1kbLwvqugk,The sets and outfits are straight out my my late 70searly 80s childhood its almost like seeing her weird nightmare mixed with my own earliest memories I love everything about this  its deep and meaningful as well as relatable and hilarious This is a rarity from a superstar of Taylors stature Im grateful I exist on the same timeline getting to watch and listen to her evolve May her career last so she can continue inspiring other female artists and leading the way,positive
b1kbLwvqugk,Whos been listening to all of Taylors songs like me since she came out I can only say that I am grateful that this woman exists is so amazing and shows her perfect side And silence so many who abandoned it or pretended to be legit people and today they are getting what they deserve Taylor Swif is an icon in the music industry She deserves all this success She deserves all the awards And we fans will always be there for her I am thrilled with this great success,positive
b1kbLwvqugk,Oddly I have not listened to Taylor because of well Taylor I heard this song the other night not knowing who it was and I loved it I totally get it,positive
b1kbLwvqugk,best song ever,positive
b1kbLwvqugk,I have really fallen in love with Taylor Swifts third person perspective visions and multidimensional aspects shes the only one who puts us INSIDE her artistic spaceship that delves deep into her interpretations of what she sees  feels thanx  a Swifty,positive
b1kbLwvqugk,never really been a Taylor Swift fan but holy shit this song is amazing the lyrics direction musical production and that  voice bravo,positive
b1kbLwvqugk,Im no Taylor Swift superfan but this song is something special it hits the mind and body different,positive
b1kbLwvqugk,There really is nothing better than a music that you can actually relate to so dont ask me why i love Taylor,positive
b1kbLwvqugk,Hero,positive
b1kbLwvqugk,Awesome song I get it,positive
b1kbLwvqugk,Everyones thoughts and feelings are what creates art  And what I see with all the errors and persecution makes me respect you a little more,positive
b1kbLwvqugk,This album is amazing I feel I was given everything Ive wanted To watch her evolve into this kind of artist has been rewarding Great job Taylor,positive
b1kbLwvqugk,This is the best,positive
b1kbLwvqugk,This is so nostalgic It reminds me of the 2010s music videos   Its so cool how they edited it as if she really is interacting with herself I cant imagine how many takes it took for it to be at this level of perfection  Thank you Taylor for continuing to make the best music for your fans,positive
b1kbLwvqugk,Cant stop listening to this song Such a talented girl Always has been on top,positive
b1kbLwvqugk,Ive never been a fan or against her music I just dismissed her as the latest trendy product of the factory but this song caught my attention and Im finding myself listening to it on repeat at the gym I even shared it w two close friends who I know have personal struggles Props for an insightful song and even more props exponentially if she wrote the lyrics,positive
b1kbLwvqugk,we Love you Taylor  I Love you Taylor swift,positive
b1kbLwvqugk,First Taylor Swift song I ever listened to but the lyrics really resonate with me about mental health and I could relate to it It cant be an easy life she has Shes very creative and talented though I pray she is able to find some peace,positive
b1kbLwvqugk,The lyrics feels like my diary who always blame myself for every small mistake and feels like they dont deserve anything I can personally relate with the lyrics as someone who is always self loathing and has low self esteem literally to no confidence about the things Im doing currently I wish I could at least for once to believe myself Thank you Taylor for giving such an amazing and wonderful song love you,positive
b1kbLwvqugk,Love this,positive
b1kbLwvqugk,This is the most vulnerable Ive heard her since Delicate which was also deeply introspective She continues to impress me the more she matures and develops Taylor Swift is someone who as an artist i took little notice of early on but for whom I have the greatest respect and admiration now  Taylor is a modern icon and a treasure of popular music,positive
b1kbLwvqugk,Finally a song all depressed swifties and swifitesalike can relate to Just goes to show how great of an artist and songwriter Taylor is Honestly tho I cant imagine my life without her Its hard to explain but music can bring colors to our black and white life at least thats how I feel whenever I listen to Taylor,positive
b1kbLwvqugk,I will never forget this music video from taylor swift that made a swiftie,positive
b1kbLwvqugk,She is one of the artist who able to tell the story in a witty and clever way nowadays when most music videos dont make any sense,positive
b1kbLwvqugk,She is so talented that its unbelievable sometimes Her songs vary from country music to pop but they always mean something deep and thats what I admire the most about her,positive
b1kbLwvqugk,I love this video Funny like the 80s,positive
b1kbLwvqugk,With each album Taytay keeps proving how different of a level she is on compared to her contemporaries The lyrics the beat the music video the sheer musicality of it all  And with each album I fall in love with her more and more,positive
b1kbLwvqugk,The way this song makes so many of us relate to it is unreal when finding a masterpiece like this and connecting so much with the lyrics is something Tay managed to do so perfectly as always,positive
b1kbLwvqugk,She just continues to push out brilliant songs its unreal she really won me over the past couple years shes an insanely talented musician and writer,positive
b1kbLwvqugk,Love love love,positive
b1kbLwvqugk,It amazes me how she can make a song that deals with such personal topics so catchy,positive
b1kbLwvqugk,I see you Taylor Already 1 on Spotifys top 50 and next week at the top of Billboard This album is going Platinum,positive
b1kbLwvqugk,Taylor rocks I am proud to be swifty at 61 years of age,positive
b1kbLwvqugk,I think we need to invent a new word to describe just how amazing incredible breathtaking interesting intimate vulnerable and honest this song and music video are   Taylor swift you are incredible,positive
b1kbLwvqugk,Its giving will byres in stranger Things running from the dymogorgen in the beginning of the music video  Love you Taylor,positive
b1kbLwvqugk,love u taylor,positive
b1kbLwvqugk,I love how the different versions of Taylor are shown laughing hanging with each other and ultimately supporting each other Like even  Problem Taylor is a friend and there to fall back on,positive
b1kbLwvqugk,This song can speak to many people It feels like a bit of Reputation and a bit of folkloreevermore She can express so much in just a few minutes Amazing as always,positive
b1kbLwvqugk,I have never heard so Taylor so vulnerable and honest I cannot help but RESPECT her for this Thank you Taylor I really dont know a single Taylor fan who didnt cry and feel closer to you after this song and album I cannot wait to see you collect a billion more WINS xoxo,positive
b1kbLwvqugk,This is my all time favorite song Ur the best Taylor,positive
b1kbLwvqugk,Ive never related to a song more and everything about this breaks my heart even as it is so beautiful  No one should have to feel this much pain but thank you again to Taylor for putting it all into words and images,positive
b1kbLwvqugk,No one in my family understands that Taylor is not just a singer songwriter to us swifties she is a really big part of my life and an amazing role model,positive
b1kbLwvqugk,The best thing about taylors music is that she always always makes us feel like the main character She takes  all the flaws and makes them protagonisty I love her,positive
b1kbLwvqugk,This is one of the few Taylor swift songs I genuinely enjoy,positive
eVli-tstM5E,is it that sweet i guess so is so smooth i love it,positive
eVli-tstM5E,Its the way she makes things even funnier yet so childlike carefree and sweet with the way she chooses to react,positive
eVli-tstM5E,Sabrina I am such a big fan I love all your music and espresso is such a hit not one song I dont like,positive
eVli-tstM5E,YES   TAKE THAT GOLD CARD BABY XOXOXOX,positive
eVli-tstM5E,Best summer jam,positive
eVli-tstM5E,HOW CAN THIS BARBIE QUEENS VOCAL FIT IN EVERY GENRE OF MUSIC,positive
eVli-tstM5E,I need her makeup artist to come out with all the products she used on this look and her hairstylist to spill how she gets her bangs so perfect Im begginggg,positive
eVli-tstM5E,LOVE the coloring of the video Orange and teal never goes wrong,positive
eVli-tstM5E,I love this My favorite song now,positive
eVli-tstM5E,OMG PLEASE PLEASE PLEASE WAS TEASED AT THE END OF THIS,positive
eVli-tstM5E,Love this song so much,positive
eVli-tstM5E,So glad Sabrina is promoting sunscreen wear so important to stay protected,positive
eVli-tstM5E,I AM SO PROUD OF U SABRINA LOOK HOW MANY VIEWS OMG,positive
eVli-tstM5E,i definitely see why shes into him now hes gorgeous in a different way,positive
eVli-tstM5E,The way please please please plays at the end of this is genius This woman is legendary,positive
eVli-tstM5E,Im here because juice from the 49ers named this song for the summer And I needed to hear what he was talking about I admit I liked it Go Niners,positive
eVli-tstM5E,She has a classic beauty,positive
eVli-tstM5E,I CAN LITERALLY FEEL THE WARMTH THE SUN THE HEAT FROM SONG IS CRAZYYY,positive
eVli-tstM5E,Wisam wisam u send this to menow im gonna addicte this song like a coffee,positive
eVli-tstM5E,Im so glad shes finally getting the global recognition she deserves I mean I know shes always been well known way before but shes everywhere now and Im here for it,positive
eVli-tstM5E,33 year old male metal head and I love it This is a vibe,positive
eVli-tstM5E,Finally a good song,positive
eVli-tstM5E,love the colour filter on this its a very warm colour filter giving the music video that hot summer feel,positive
eVli-tstM5E,The outfits The fun lyrics The vintage pop vibes Go girl give us everything,positive
eVli-tstM5E,Bro I was confused why there was so much hype for this girl but I get it now This is the first original pop song ive heard in soo long even the music videos vibes are immaculate,positive
eVli-tstM5E,Shes definitely gonna snatch that number one spot in 23 weeks time The organic summer hit we all deserve,positive
eVli-tstM5E,I really like this song Thought pop was dead Great song,positive
eVli-tstM5E,Its giving Barbie its giving it girl its giving top 10 billboard,positive
eVli-tstM5E,I see why this song is trending This song is fire A perfect Spring Break melody,positive
eVli-tstM5E,Popular opinion Everyone agrees that Sabrina is melting everyones heart with her song,positive
eVli-tstM5E,Great job MissMrs Sabrina Nice music and good funky vibe in the times of overwhelming crap being mass produced and played in radio stations all around These are a few minutes of escape from it  Thanks,positive
eVli-tstM5E,Ok but why does she make cursing sound so delicate and pretty lol,positive
eVli-tstM5E,Is that sweet I guess so sounds so satisfying,positive
eVli-tstM5E,we did it it reached 7th on billboard its sabrinas first top 10 lets celebrate before taylor hits the charts next week,positive
eVli-tstM5E,So old Hollywood coded love that Sabrina is bringing this aesthetic back,positive
eVli-tstM5E,Not only is she incredibly talented but shes gorgeous,positive
eVli-tstM5E,1970s called  They want their song back cuz its so amazing,positive
eVli-tstM5E,Im 70 years oldon the outside and remember FIFTY years ago at  discotheques in LONDON   hearing relaxing funky tunes like there This music is truly   timeless and is true CLASS for EVER,positive
eVli-tstM5E,It crazy to think she start on girl meets world  God bless,positive
eVli-tstM5E,i am her fan since i was 12 and i loved  her songs thats why my father named me sabrina i admire her alot,positive
eVli-tstM5E,Im working in a coffee shop doing espressos all day long while this plays on radio This is going to rock all summer imo,positive
eVli-tstM5E,When you realize the very last part was please please intro song,positive
eVli-tstM5E,Over 12 years of her music industry shes  finally made it to the top Congrats Sabrina  you deserve it,positive
eVli-tstM5E,Sabrina carpenter you are amazing I have u as my number 1 top fav because you are just soooo nice and your singing is so lovely,positive
eVli-tstM5E,sabrina we need more feel good anthems like this no heartbreak pining etc just a cute flirty confident anthem just for the girls,positive
eVli-tstM5E,the way she says Im working late  cause Im a singer is so satisfying,positive
eVli-tstM5E,I love the glow screen,positive
eVli-tstM5E,Budget is budgeting song on point voice on point choreo on point she looks absolutely astonishing hope this time she gets all the flowers she deserves,positive
eVli-tstM5E,Why do I like this song so friggin much There is something so cathartic about they way she says Im working late cause Im a singer,positive
eVli-tstM5E,OMGGGG SABRINA IS IN HER VINTAGE SUMMER ERA AND IM TOTALLY HERE FOR IT  edit ty for the likes,positive
eVli-tstM5E,THE TEASER AT THE END  THIS ERA ABT TO BE HER BEST YET,positive
eVli-tstM5E,THE WAY PLEASE PLEASE PLEASE STARTED PLAYING OUT IN THE END,positive
eVli-tstM5E,it would have been awesome to have this song last summer in the barbie era,positive
eVli-tstM5E,I love her because shes REPRESENTING THE SHORT COMMUNITY,positive
eVli-tstM5E,well i mean shes so unique her music gives such a fresh vibe just completely different from others feather please please please espresso nonsense all that hits melt my heart everything in her song is linked perfectly together i just cant get her off my mind,positive
eVli-tstM5E,I happened to have met the song writer of this song back in April 2024 at an event  I love this song so addictive I keep playing it over and over again,positive
eVli-tstM5E,THE TEASER AT THE END LIKE WHAT SHE DID THAT LAST TIME WITH SKINNY DIPPING DO YALL LIKE CANT WAIT FOR THE ALBUM THIS ERA GONNA BE HER BEST YET AAAAHHHHHHHH,positive
eVli-tstM5E,HER DANCING ON THE SURF BOARD IS GIVING TEEN BEACH MOVIEE  also ty for the likes,positive
eVli-tstM5E,I LOVE HOW IT STARTS PLAYING PLEASE PLEASE PLEASE AT THE END,positive
